index,Index,Label,unit,start,last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CUUR0000SEMD02   ,CUUR0000SEMD02   ,"Nursing homes and adult day services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1996.12=100,1996-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,107.1,111.6,117.0,121.8,127.9,135.2,140.4,145.0,151.0,159.592,165.343,171.63,177.003,182.188,188.805,194.472,200.08,206.40599999999998,213.676,220.25400000000002,227.81900000000002,235.292,241.697
CUUR0000SEMD03   ,CUUR0000SEMD03   ,"Care of invalids and elderly at home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2005.12=100,2005-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,103.164,107.882,109.87200000000001,111.28,113.133,114.47,115.117,116.704,117.87799999999999,120.55,119.64200000000001,120.815,124.15100000000001,128.972
CUUR0000SEME     ,CUUR0000SEME     ,"Health insurance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2005.12=100,2005-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,113.52,114.221,110.527,106.62700000000001,105.484,118.28,122.973,122.10799999999999,123.56700000000001,131.774,133.947,135.463,155.16,179.771
CUUR0000SEMF     ,CUUR0000SEMF     ,"Medicinal drugs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.26799999999999,105.455,108.64,109.13,111.993,115.85,119.98899999999999,123.444,124.905,124.772,125.555
CUUR0000SEMF01   ,CUUR0000SEMF01   ,"Prescription drugs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M13,2021-M11,30.6,30.6,30.8,31.0,31.0,31.0,31.4,32.2,32.5,33.1,33.5,34.6,38.1,41.2,42.2,43.4,45.5,46.0,46.0,46.9,47.6,49.0,50.7,53.0,54.2,54.0,52.2,50.1,48.9,48.3,47.8,47.7,46.8,46.0,46.6,47.4,47.4,47.2,47.1,48.2,51.2,53.9,57.2,61.6,66.4,72.5,80.8,90.2,100.1,109.7,120.1,130.4,140.8,152.0,165.2,181.7,199.7,214.7,223.0,230.6,235.0,242.9,249.3,258.6,273.4,285.4,300.9,316.5,326.3,337.1,349.0,363.9,369.157,378.284,391.055,407.824,424.981,440.149,442.58,458.343,479.315,502.51,519.618,528.008,526.785,532.081
CUUR0000SEMF02   ,CUUR0000SEMF02   ,"Nonprescription drugs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.958,98.62200000000001,99.338,99.35600000000001,98.537,97.772,96.63,97.42399999999999,96.92299999999999,97.287,96.447
CUUR0000SEMG     ,CUUR0000SEMG     ,"Medical equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.07700000000001,99.34700000000001,100.584,101.022,100.473,99.74,99.272,99.587,100.15899999999999,102.184,99.381
CUUR0000SS5702   ,CUUR0000SS5702   ,"Inpatient hospital services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1996.12=100,1996-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,104.0,107.9,113.8,121.0,131.2,140.1,148.1,156.6,167.5,178.06,190.78900000000002,203.56400000000002,221.525,236.56599999999997,248.793,259.724,274.60900000000004,285.067,299.70099999999996,312.493,324.533,330.236,342.548
CUUR0000SS5703   ,CUUR0000SS5703   ,"Outpatient hospital services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,112.5,124.7,138.7,153.4,168.7,184.3,195.0,204.6,215.1,224.9,233.2,246.0,263.8,281.1,309.8,337.9,356.3,373.0,395.0,424.23,456.849,490.62199999999996,520.55,546.863,574.023,601.67,628.913,653.191,672.3739999999998,705.811,735.6469999999997,747.8489999999997,771.5830000000003
CUURN000SAM      ,CUURN000SAM      ,"Medical care in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,105.3,110.1,115.0,120.5,125.8,132.0,137.3,142.1,147.757,153.546,158.567,164.22799999999995,169.747,175.22400000000005,178.43900000000005,182.253,185.66099999999997,192.18400000000003,197.06799999999998,200.46200000000002,205.50099999999998,213.945
CUURN000SAM1     ,CUURN000SAM1     ,"Medical care commodities in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,105.2,109.1,113.7,118.0,122.0,126.5,129.5,133.9,135.819,138.817,142.841,147.894,152.505,158.025,158.61,161.621,164.357,169.292,172.946,175.243,175.495,178.797
CUURN000SAM2     ,CUURN000SAM2     ,"Medical care services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,105.3,110.4,115.4,121.3,127.1,133.9,140.0,144.9,151.89600000000004,158.767,164.17700000000005,170.043,175.90099999999995,181.33700000000002,185.58700000000002,189.737,193.39,200.52599999999998,205.84099999999998,209.571,216.136,226.166
CUURN000SEMC     ,CUURN000SEMC     ,"Professional services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,105.2,109.9,113.7,117.9,121.6,127.4,132.2,135.3,140.253,145.076,148.703,152.89,157.153,159.289,161.909,163.594,164.984,168.588,168.55700000000004,169.02,170.56400000000005,173.503
CUURS000SAM      ,CUURS000SAM      ,"Medical care in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,110.9,119.3,130.1,141.5,151.7,160.7,167.9,174.9,181.2,185.7,191.9,198.6,206.2,216.0,225.9,234.3,243.4,253.8,265.2,278.026,287.88599999999997,296.82599999999996,306.77299999999997,315.33299999999997,328.1,337.685,346.30300000000005,357.158,371.339,381.149,389.82800000000003,402.61800000000005,419.139
CUURS000SAM1     ,CUURS000SAM1     ,"Medical care commodities in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,111.5,121.0,131.7,141.4,151.0,157.3,161.9,164.8,170.4,173.5,179.5,187.1,192.8,199.8,206.5,210.3,212.8,218.2,226.4,229.77700000000002,233.572,240.91400000000002,247.69799999999998,254.725,262.125,264.809,271.623,283.33099999999996,294.339,303.8,307.884,306.892,301.595
CUURS000SAM2     ,CUURS000SAM2     ,"Medical care services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,110.7,118.9,129.7,141.5,151.9,161.4,169.2,177.1,183.5,188.4,194.5,201.0,209.1,219.6,230.4,240.2,251.4,263.5,275.9,291.835,303.843,313.241,324.267,333.269,347.92699999999996,360.04699999999997,369.25199999999995,379.629,394.829,404.655,414.722,431.79699999999997,455.001
CUURS000SEMC     ,CUURS000SEMC     ,"Professional services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,111.5,117.9,125.5,133.7,141.3,148.1,153.9,159.9,165.5,170.5,176.1,181.8,187.8,194.9,199.7,205.0,212.1,220.1,226.7,236.021,243.74400000000003,250.67700000000002,257.53,262.29900000000004,268.30400000000003,274.844,280.527,287.851,296.437,301.994,306.236,310.464,317.182
