index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CWUR0400SACE     ,CWUR0400SACE     ,"Energy commodities in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,70.4,96.0,107.1,103.2,98.5,98.3,99.2,79.0,80.3,81.4,88.5,100.4,96.5,103.5,104.8,104.7,105.0,110.5,110.3,96.7,109.2,132.9,131.3,120.7,145.3,168.8,200.0,225.1,244.16,282.878,210.123,246.68400000000003,304.503,319.615,307.95599999999996,298.038,237.192,205.946,229.332,269.86,274.043,233.72799999999998
CWUR0400SACL1    ,CWUR0400SACL1    ,"Commodities less food in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,76.4,86.6,93.6,97.5,99.8,102.8,105.1,101.4,103.6,106.7,111.3,116.6,119.9,124.2,126.3,127.5,129.6,132.8,133.1,131.2,134.4,139.1,139.2,136.2,137.5,138.8,144.2,148.5,150.537,155.463,146.483,152.879,162.106,165.16299999999995,163.219,161.106,153.056,148.72799999999995,151.484,157.284,158.344,156.291
CWUR0400SACL11   ,CWUR0400SACL11   ,"Commodities less food and beverages in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,76.3,86.6,93.6,97.5,99.8,102.8,105.0,101.0,103.2,106.2,110.8,116.0,118.6,122.8,124.9,126.2,128.4,131.5,131.4,129.2,132.4,137.0,136.9,133.8,135.0,136.2,141.5,145.7,147.635,152.394,143.13,149.624,158.993,162.046,159.97799999999995,157.786,149.468,144.88299999999995,147.55,153.305,154.326,152.031
CWUR0400SACL1E   ,CWUR0400SACL1E   ,"Commodities less food and energy commodities in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,77.4,84.8,91.1,96.4,100.0,103.6,106.2,107.1,110.1,113.7,117.9,122.0,126.8,130.7,133.0,134.5,137.0,139.8,140.2,140.3,142.0,143.3,143.7,141.8,138.6,136.3,137.3,138.5,137.895,137.64600000000002,138.241,140.06799999999998,141.796,142.792,142.42600000000004,141.79399999999995,141.424,141.00799999999995,140.63299999999998,141.132,141.718,144.28
CWUR0400SAD      ,CWUR0400SAD      ,"Durables in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,77.3,85.0,91.2,96.7,99.7,103.6,105.0,104.2,106.1,108.4,110.4,112.0,114.2,117.3,120.5,124.0,127.7,129.6,129.1,127.9,126.8,127.9,127.6,124.3,119.7,115.7,116.9,116.8,114.663,112.764,111.271,113.95700000000001,115.249,115.016,114.632,113.417,112.57,110.944,109.008,108.206,108.677,110.874
CWUR0400SAE      ,CWUR0400SAE      ,"Education and communication in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,101.2,102.4,104.5,106.0,108.7,111.0,113.3,115.9,117.619,121.255,124.475,126.291,128.165,130.295,132.232,133.22,132.436,131.65,128.858,128.64700000000002,128.322,130.264
CWUR0400SAEC     ,CWUR0400SAEC     ,"Education and communication commodities in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.579,96.27600000000001,94.29700000000001,90.90899999999999,86.853,84.814,81.64399999999998,81.95200000000001,79.025,74.161,72.632
CWUR0400SAES     ,CWUR0400SAES     ,"Education and communication services in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.915,102.755,104.795,106.87100000000001,108.223,107.77799999999999,107.47399999999999,104.943,105.161,105.62,107.625
CWUR0400SAF      ,CWUR0400SAF      ,"Food and beverages in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2,78.4,85.2,92.4,96.7,99.8,103.5,106.1,109.1,112.9,117.5,124.5,131.6,137.2,139.6,142.9,145.9,149.5,154.1,159.3,163.7,167.1,170.9,177.4,181.7,186.1,192.6,196.4,200.1,208.68099999999998,219.46,221.6,221.989,229.99900000000002,235.263,238.31900000000002,244.394,249.42,251.32299999999998,254.382,258.91900000000004,264.865,276.14599999999996
CWUR0400SAF1     ,CWUR0400SAF1     ,"Food in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,34.6,36.1,37.8,38.8,40.5,46.1,52.6,57.3,58.5,63.0,69.9,78.2,85.1,92.3,96.7,99.8,103.5,106.1,108.9,112.8,117.3,124.6,131.8,136.2,138.3,141.7,145.0,149.0,153.5,158.6,163.1,166.4,170.0,176.5,180.8,185.2,191.8,195.5,199.0,207.62099999999998,218.44099999999997,220.36599999999999,220.71,229.148,234.59,237.60299999999998,243.979,249.19400000000002,250.857,253.762,258.247,264.41,275.807
CWUR0400SAF11    ,CWUR0400SAF11    ,"Food at home in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,80.3,87.0,94.1,97.6,99.4,103.0,104.8,107.2,111.4,116.0,124.1,132.1,136.6,138.2,142.1,146.2,151.0,156.5,161.8,166.6,169.8,173.5,180.8,184.3,189.2,196.6,198.4,200.7,210.179,223.21599999999998,221.588,220.187,231.27700000000002,235.52900000000002,237.675,244.49599999999998,248.537,245.511,244.824,246.295,250.245,260.33299999999997
CWUR0400SAF111   ,CWUR0400SAF111   ,"Cereals and bakery products in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.738,260.465,268.131,271.14799999999997
CWUR0400SAF112   ,CWUR0400SAF112   ,"Meats, poultry, fish, and eggs in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.513,258.715,261.157,277.63
CWUR0400SAF113   ,CWUR0400SAF113   ,"Fruits and vegetables in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.172,319.998,326.69,336.935
CWUR0400SAF114   ,CWUR0400SAF114   ,"Nonalcoholic beverages and beverage materials in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43200000000004,170.601,174.24900000000005,184.72799999999998
CWUR0400SAF115   ,CWUR0400SAF115   ,"Other food at home in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.804,210.882,212.428,218.222
CWUR0400SAF116   ,CWUR0400SAF116   ,"Alcoholic beverages in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,80.3,87.0,93.3,96.5,100.5,102.9,107.0,112.1,114.4,119.2,124.5,131.6,145.8,151.5,153.9,154.2,155.4,160.6,166.1,169.7,174.3,182.0,187.1,191.7,196.7,201.3,206.0,212.5,220.886,230.97299999999998,236.078,236.578,237.24099999999999,239.505,243.185,245.44799999999998,247.993,253.543,258.95599999999996,264.221,266.501,275.719
CWUR0400SAG      ,CWUR0400SAG      ,"Other goods and services in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,68.7,75.2,82.4,91.4,101.5,107.1,113.7,119.8,126.2,135.1,148.8,159.6,172.2,185.0,195.4,198.7,207.2,216.7,226.2,236.5,264.3,275.2,286.1,294.5,301.4,308.2,316.1,325.2,336.596,347.73199999999997,370.55400000000003,383.35900000000004,390.281,393.63300000000004,398.70599999999996,405.62699999999995,411.55,416.97,435.276,448.216,460.784,475.23199999999997
CWUR0400SAGC     ,CWUR0400SAGC     ,"Other goods in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.615,103.63,103.455,104.581,106.97,108.316,108.51299999999999,114.654,117.755,120.34899999999999,123.22399999999999
CWUR0400SAGS     ,CWUR0400SAGS     ,"Other personal services in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.67200000000001,103.31,105.36,106.929,108.161,109.993,112.97399999999999,116.162,120.04299999999999,124.338,129.416
CWUR0400SAH      ,CWUR0400SAH      ,"Housing in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,71.7,84.7,94.2,100.2,98.2,101.6,107.5,111.6,115.0,119.0,122.9,128.8,134.5,138.6,142.0,145.2,148.8,151.9,156.0,160.6,165.6,171.9,181.9,187.6,191.0,194.9,200.9,208.9,216.62400000000002,223.46099999999998,225.24200000000002,223.205,225.843,230.153,236.132,242.989,251.137,261.51599999999996,272.525,283.214,295.07599999999996,304.24
CWUR0400SAH1     ,CWUR0400SAH1     ,"Shelter in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,71.9,85.9,96.3,101.5,97.6,101.0,108.3,114.3,119.4,124.1,129.3,136.8,143.4,148.2,152.0,155.7,159.6,164.2,169.1,175.2,181.8,188.8,198.8,206.4,210.8,215.8,221.5,229.3,239.209,246.90599999999998,249.37599999999998,245.981,248.835,254.312,260.86400000000003,269.223,279.997,293.459,308.166,321.813,336.871,347.022
CWUR0400SAH2     ,CWUR0400SAH2     ,"Fuels and utilities in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,59.4,73.5,81.6,94.3,99.7,106.0,108.8,108.6,107.1,109.9,111.9,115.1,121.1,125.1,128.5,131.0,134.8,134.3,138.5,137.6,138.8,146.2,168.4,170.9,174.8,177.8,193.3,210.5,216.632,227.678,228.268,237.565,244.854,248.263,260.182,270.291,274.786,281.10900000000004,287.64799999999997,294.702,300.681,309.728
CWUR0400SAH21    ,CWUR0400SAH21    ,"Household energy in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,53.9,73.5,82.2,95.1,99.8,105.1,107.4,103.7,103.2,106.3,110.2,113.3,120.0,120.5,123.6,125.9,128.2,124.0,128.0,126.3,126.7,134.7,160.2,161.7,164.7,165.6,181.6,200.2,204.438,215.00599999999997,211.84799999999998,218.48,222.65900000000002,221.9,232.343,240.93599999999998,241.003,244.574,248.55900000000003,253.218,255.05,262.66200000000003
CWUR0400SAH3     ,CWUR0400SAH3     ,"Household furnishings and operations in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3,80.7,87.0,93.6,98.3,100.1,101.7,103.8,105.1,106.9,109.3,110.1,112.9,114.9,117.0,118.8,120.8,122.4,123.7,124.7,126.5,127.5,129.7,130.4,129.9,127.7,128.1,129.2,131.7,131.517,132.282,132.123,128.22899999999998,126.881,126.98100000000001,126.803,125.367,124.98899999999999,125.38799999999999,124.40899999999999,125.979,128.792,133.697
CWUR0400SAH31    ,CWUR0400SAH31    ,"Household furnishings and supplies in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78200000000001,96.531,96.205,95.76799999999999,94.07,92.905,92.648,91.406,91.529,93.541,97.227
CWUR0400SAM      ,CWUR0400SAM      ,"Medical care in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,67.0,74.9,83.6,93.6,100.7,105.7,112.7,121.0,129.4,138.7,149.8,163.2,177.2,190.6,202.4,210.1,218.0,226.1,233.3,238.9,246.9,257.5,270.9,284.7,295.9,308.6,321.6,335.2,352.54,366.69300000000004,382.619,396.726,408.529,423.653,431.75800000000004,441.276,454.27099999999996,472.13699999999994,481.634,496.07300000000004,515.038,546.975
CWUR0400SAM1     ,CWUR0400SAM1     ,"Medical care commodities in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,69.3,76.0,84.2,92.9,100.4,106.7,114.9,122.2,129.8,138.9,150.3,163.0,172.8,186.1,193.5,197.3,203.1,213.0,219.2,224.7,229.1,235.8,244.7,253.8,258.5,263.7,272.2,279.2,283.744,288.992,296.768,307.348,317.018,322.388,314.221,317.561,329.44199999999995,338.408,353.344,366.619,380.13599999999997,416.414
CWUR0400SAM2     ,CWUR0400SAM2     ,"Medical care services in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,66.6,74.7,83.4,93.7,100.7,105.6,112.3,120.8,129.3,138.7,149.6,163.2,178.2,191.7,204.4,213.1,221.5,229.2,236.7,242.3,251.0,262.6,277.0,292.0,305.0,319.9,334.1,349.7,370.92,387.98699999999997,406.70300000000003,421.841,434.17900000000003,452.796,467.12699999999995,478.844,491.96,512.849,519.762,534.2819999999998,554.886,584.226
CWUR0400SAN      ,CWUR0400SAN      ,"Nondurables in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,76.7,86.9,94.6,97.7,99.8,102.6,105.3,103.8,107.1,111.2,118.1,125.7,130.0,133.8,136.0,137.3,139.7,144.0,146.9,147.6,153.0,159.0,162.2,163.0,168.7,176.1,183.4,190.0,197.708,209.968,200.405,206.38,219.74900000000002,225.56599999999997,225.043,226.562,219.672,216.2,221.898,231.335,235.033,235.99599999999998
CWUR0400SANL1    ,CWUR0400SANL1    ,"Nondurables less food in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,75.1,88.8,96.8,98.5,99.8,101.6,104.6,99.0,101.4,105.1,111.6,119.6,123.7,128.9,130.1,129.7,130.6,134.8,135.7,133.2,140.4,148.5,148.8,146.1,152.9,160.6,170.6,179.9,186.854,200.172,181.87599999999998,192.168,209.37599999999998,215.5,212.05900000000003,209.50799999999998,193.53099999999998,186.22,193.96,207.206,208.90900000000002,200.7
CWUR0400SANL11   ,CWUR0400SANL11   ,"Nondurables less food and beverages in West urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,74.8,88.9,97.1,98.7,99.8,101.5,104.4,98.1,100.7,104.3,111.0,119.1,122.1,127.3,128.4,127.8,128.8,132.9,133.2,130.2,137.5,145.5,145.6,142.6,149.4,157.1,167.4,176.8,183.62,197.02700000000002,177.488,188.236,206.14,212.395,208.632,205.946,188.887,180.80900000000003,188.584,202.09099999999998,203.747,194.627
